date,sub_region_1,sub_region_2,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,total_cases,total_deaths,new_cases,new_deaths,political_preference,population,area,pop_dens
2020-04-11,California,Calaveras County,-41,,-54,,-34,,8,0,0,0,Republican,45157,1020,44.271568627451
2020-04-12,California,Calaveras County,-57,,-36,,-46,,8,0,0,0,Republican,45157,1020,44.271568627451
2020-04-13,California,Calaveras County,-28,,,,-38,,8,0,0,0,Republican,45157,1020,44.271568627451
2020-04-14,California,Calaveras County,-29,,,,-35,,9,0,1,0,Republican,45157,1020,44.271568627451
2020-04-15,California,Calaveras County,-32,,,,-37,,9,0,0,0,Republican,45157,1020,44.271568627451
2020-04-16,California,Calaveras County,-50,,,,-37,,11,0,2,0,Republican,45157,1020,44.271568627451
2020-04-17,California,Calaveras County,-56,-2,,,-37,,11,0,0,0,Republican,45157,1020,44.271568627451
2020-04-18,California,Calaveras County,-59,-1,-50,,-35,,12,0,1,0,Republican,45157,1020,44.271568627451
2020-04-19,California,Calaveras County,-55,,-1,,-39,,12,0,0,0,Republican,45157,1020,44.271568627451
2020-04-20,California,Calaveras County,-51,,,,-37,,12,0,0,0,Republican,45157,1020,44.271568627451
2020-04-21,California,Calaveras County,-50,,,,-37,,12,0,0,0,Republican,45157,1020,44.271568627451
2020-04-22,California,Calaveras County,-49,,,,-38,,12,0,0,0,Republican,45157,1020,44.271568627451
2020-04-23,California,Calaveras County,-48,,,,-39,,13,0,1,0,Republican,45157,1020,44.271568627451
2020-04-24,California,Calaveras County,-52,3,,,-34,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-04-25,California,Calaveras County,-54,7,-30,,-35,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-04-26,California,Calaveras County,-47,,7,,-37,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-04-27,California,Calaveras County,-46,,,,-36,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-04-28,California,Calaveras County,-46,,,,-37,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-04-29,California,Calaveras County,-48,,,,-37,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-04-30,California,Calaveras County,-44,,,,-38,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-05-01,California,Calaveras County,-45,16,,,-33,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-05-02,California,Calaveras County,-49,10,-18,,-27,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-05-03,California,Calaveras County,-42,,15,,-33,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-05-04,California,Calaveras County,-42,,,,-33,,13,0,0,0,Republican,45157,1020,44.271568627451
2020-05-05,California,Calaveras County,-41,,,,-31,9,13,0,0,0,Republican,45157,1020,44.271568627451
2020-05-06,California,Calaveras County,-42,,,,-35,11,13,0,0,0,Republican,45157,1020,44.271568627451
2020-05-07,California,Calaveras County,-40,,,,-34,11,13,0,0,0,Republican,45157,1020,44.271568627451
2020-02-15,California,Colusa County,10,-9,,18,3,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-16,California,Colusa County,16,2,,8,-8,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-17,California,Colusa County,13,-7,,22,-38,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-18,California,Colusa County,9,-9,,12,-2,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-19,California,Colusa County,5,-1,,8,-5,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-20,California,Colusa County,4,5,,8,-4,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-21,California,Colusa County,10,-7,,10,-5,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-22,California,Colusa County,7,-12,,-3,6,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-23,California,Colusa County,19,-1,,11,0,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-24,California,Colusa County,12,-4,,2,5,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-25,California,Colusa County,1,-4,,10,9,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-26,California,Colusa County,6,1,,4,-1,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-27,California,Colusa County,10,4,,4,3,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-28,California,Colusa County,12,-3,,12,1,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-02-29,California,Colusa County,9,-6,,6,5,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-01,California,Colusa County,51,1,,18,2,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-02,California,Colusa County,18,5,,-2,4,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-03,California,Colusa County,10,7,,16,4,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-04,California,Colusa County,11,10,,6,0,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-05,California,Colusa County,22,24,,1,1,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-06,California,Colusa County,9,0,,9,-2,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-07,California,Colusa County,8,-3,,4,13,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-08,California,Colusa County,14,1,,20,10,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-09,California,Colusa County,12,1,,5,2,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-10,California,Colusa County,9,5,,10,1,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-11,California,Colusa County,7,7,,-2,0,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-12,California,Colusa County,15,14,,0,5,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-13,California,Colusa County,6,8,,-1,2,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-14,California,Colusa County,3,5,,-6,3,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-15,California,Colusa County,5,23,,3,-6,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-16,California,Colusa County,7,37,,11,-4,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-17,California,Colusa County,-1,20,,3,-11,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-18,California,Colusa County,-6,27,,4,-24,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-19,California,Colusa County,-7,38,,2,-23,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-20,California,Colusa County,-25,5,,-7,-35,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-21,California,Colusa County,-35,-10,,-30,-19,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-22,California,Colusa County,-24,4,,-15,-27,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-23,California,Colusa County,-26,-13,,-20,-33,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-24,California,Colusa County,-37,-10,,-11,-33,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-25,California,Colusa County,-36,-7,,-22,-37,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-26,California,Colusa County,-27,6,,-19,-37,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-27,California,Colusa County,-44,-20,,-23,-33,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-28,California,Colusa County,-39,-17,,-26,-25,,1,0,1,0,Republican,22098,1151,19.1989574283232
2020-03-29,California,Colusa County,-37,-1,,-32,-37,,1,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-30,California,Colusa County,-33,-15,,-24,-37,,1,0,0,0,Republican,22098,1151,19.1989574283232
2020-03-31,California,Colusa County,-40,4,,-9,-40,,1,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-01,California,Colusa County,-28,2,,-13,-37,,1,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-02,California,Colusa County,-28,4,,-29,-39,,1,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-03,California,Colusa County,-31,-6,,-21,-38,,1,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-04,California,Colusa County,-41,-10,,-39,-25,,2,0,1,0,Republican,22098,1151,19.1989574283232
2020-04-05,California,Colusa County,-46,-6,,-42,-39,,2,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-06,California,Colusa County,,,,-26,-37,,2,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-07,California,Colusa County,,,,-15,-38,,2,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-08,California,Colusa County,,,,-7,-42,,3,0,1,0,Republican,22098,1151,19.1989574283232
2020-04-09,California,Colusa County,,,,-25,-35,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-10,California,Colusa County,,,,-28,-44,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-11,California,Colusa County,,,,-38,-30,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-12,California,Colusa County,,,,-42,-44,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-13,California,Colusa County,,,,-31,-34,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-14,California,Colusa County,,,,-9,-34,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-15,California,Colusa County,,,,-22,-38,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-16,California,Colusa County,,,,-26,-36,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-17,California,Colusa County,,,,-34,-38,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-18,California,Colusa County,,,,-40,-21,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-19,California,Colusa County,,,,-39,-23,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-20,California,Colusa County,,,,-28,-35,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-21,California,Colusa County,,,,-28,-35,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-22,California,Colusa County,,,,-30,-38,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-23,California,Colusa County,,,,-34,-37,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-24,California,Colusa County,,,,-33,-35,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-25,California,Colusa County,,,,-36,-19,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-26,California,Colusa County,,,,-34,-23,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-27,California,Colusa County,,,,-24,-35,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-28,California,Colusa County,,,,-25,-32,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-29,California,Colusa County,,,,-32,-36,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-04-30,California,Colusa County,,,,-28,-37,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-05-01,California,Colusa County,,,,-26,-34,,3,0,0,0,Republican,22098,1151,19.1989574283232
2020-05-02,California,Colusa County,,,,-39,-18,,3,0,0,0,Republican,22098,1151,19.1989574283232
